Annotation Results of RA Expanded Metagenomic Datasets																																																																																											
Species	RAF101	RAF102	RAF106	RAF107	RAF111	RAF112	RAF113	RAF116	RAF117	RAF120	RAF122	RAF123	RAF124	RAF125	RAF126	RAF127	RAF128	RAF129	RAF131	RAF132	RAF135	RAF137	RAF138	RAF139	RAF140	RAF142	RAF143	RAF146	RAF147	RAF149	RAF150	RAF151	RAF153	RAF158	RAF159	RAF160	RAF161	RAF166	RAF167	RAF170	RAF174	RAF177	RAF179	RAF180	RAF184	RAF185	RAF186	RAF187	RAF25	RAF44	RAF58	RAF61	RAF63	RAF68	RAF71	RAF74	RAF75	RAF77	RAF78	RAF79	RAF80	RAF81	RAF84	RAF86	RAF87	RAF88	RAF89	RAF90	RAF92	RAF95	RAF96	RA10	RA11	RA12	RA13	RA14	RA15	RA16	RA17	RA18	RA1	RA2	RA3	RA4	RA5	RA6	RA7	RA8	RA9	RA19	RA20
Dialister_succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25989	0	0	0	0	0	0	0	0	0	0	0	0.11176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2736	0	0	0	0	0	0.02838	0	0	0	0
Sellimonas_intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16615	0	0	0	0	0	0	0	0	0.03382	0.03106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01638	0	0	0	1.13471	0	0
Cryptobacterium_sp_CAG_338	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04416	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238	0	0	0.00048	0	0	0.02577	0	0	0	0	0	0	0	0	0	0	0	0	0.00141	0	0	0	0	0	0	0	0	0.12965	0.00605	0	0	0.59155	0.39193	0	0	0	0.05832	0	0	0.27958	0	0.05594	0	0.01014	0	0.05467	0	0
Firmicutes_bacterium_CAG_460	1.5671	0	0	0	0	0	0	0	0.02074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00846	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_487	0	0	0	0	0	0	0	0	0.14077	0.00078	0	0	0	0	0	0	0	0	0	0	0	0.10826	0	0	0.31671	0	0	0	0	0	0.06547	0.13846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07212	0	0	0	0	0	0	0	0	0	0.01123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7523	0.00886	0	0	0	0	0	0	0	0	0
Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0.00908	0	0	0	0.55186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02452	0.01952	0	0	0	0	0	0	0	0	0.05367	0	0	0	0	0	0	0.92744	0	0.00398	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01894	0	0	0	0	0	0
Paraprevotella_xylaniphila	0.00178	0	0	0	0	0	0	0.00513	0	0	0	0	0.00526	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0.00609	0	0	0	0	0	0	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.0013	0.00541	0	0	0.00237	0	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47883	0	0	0	0.30583	0.0016	0	0	0.29398	0	0.29408	0.00287	0.19204	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27984	0	1.13745	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_56	0	0	0.00218	0	0.004	0	0	0.01123	0	0	0	0	0.00927	0	0	0.09202	0	0	0	0	0	0	0.015	0	0.1106	0	0	0	0	0	0.01432	0	0	0	0	0	0.00655	0	0	0	0	0	0.00623	0	0	0	0	0.00335	0.00662	0.00786	0	0	0	0.32731	0	0	0	0	0	0	0	0	0	0.01674	0	0	0	0	0	0	0	0.16673	0.04134	0.00782	0.22954	0	0.05048	0	0	0.03956	0.04856	0.00525	0.06444	0.00302	0.00514	0.04349	0.00795	0.14323	0	0	0.1056
Blautia_wexlerae	0.00555	0	0.00366	0	0.00141	0	0	0.00627	0.00416	0	0	0	0.00163	0	0	0	0	0	0.00433	0	0	0.00205	0.01411	0	0	0	0.01024	0.00504	0	0.08117	0.03403	0	0.00526	0	0.01678	0	0	0	0.0021	0.07627	0	0.00614	0	0.01097	0.00169	0	0	0	0	0.00075	0	0	0.00234	0.01364	0.00571	0.05297	0.02321	0	0	0	0.10591	0	0.00556	0.02017	0	0	0.00357	0	0.02056	0	0.00361	0.00689	0.02586	0.02785	0.02895	0.03812	0.02593	0.00212	0.03246	0.04741	0.03624	0.18098	0.20195	0.0659	0.02203	0.00654	0.01634	0.12049	0.01518	0.32934	0.00789
Kosakonia_cowanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00429	0	1.14477	0	0	0	0	0	0	0	0	0	0.23207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Porphyromonas_sp_31_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azospirillum_sp_CAG_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16463	0	0	0	0	0	0	0.18477	0	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_sp_AM18_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07898	0	0	0	0.13584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella_sp_CAG_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27515	0	0	0.03267	0	0	0	0	0	0	0	0	0.57012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38877	0	0.00801	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_122	0	0	0.03308	0	0	0	0	0	0	0	0	0	0.01682	0	0	0	0	0	0.01945	0	0.48145	0.00381	0.0604	0	0	0	0.02284	0	0	0	0.01852	0.01297	0	0	0	0	0.07976	0	0.00724	0	0	0	0	0	0.19412	0	0	0	0	0	0.00817	0	0	0.17427	0	0.00206	0	0.04191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02978	0	0.00151	0.04514	0	0	0.00434	0	0	0	0	0.00763	0	0	0
Coprobacillus_cateniformis	0	0	0	0.20543	0	0	0	0.09097	0.00488	0.07453	0	0	0.00817	0	0	0	0	0	0	0.00729	0	0	0.02407	0	0	0.01861	0	0	0	0	0	0	0	0	0	0.02134	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2972	0	0	0.11332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19853	0	0.03834	0	0	0	0	0.15551	0	0.01231
Bacteroides_faecis	0	0	0	0.0341	0	0	0	0	0	0	0	0	0.00309	0	0	0.1986	0	0	0	0	0	0	0	0.00413	0	0	0	0	0	0	0	0.04038	0	0.16006	0	0	0	0	0	0	0	0	0	0	0.34531	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0.43247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0
Clostridium_sp_CAG_299	0	0	0.00505	0.00677	0	0.09975	0	0	0	0	0	0	0.02152	0	0	0	0	0	0	0	0	0	0.0139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37315	0	0.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0483	0	0	0.53301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00991	0	0	0	0.0017	0	0	0	0	0	0
Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0.00985	0	0	0	0.54235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	0.26627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0.05147	0.00327	0	0	0	0	0	0	0	0.00722	0	0	0	0	0	0
Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0.00759	0	0	0.01379	0	0.01104	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0	0.27444	0	0.02438	0.00194	0	0.11455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14315	0.00506	0	0	0	0.00308	0	0.00444	0.063	0	0	0.00207	0.15128	0.03028	0.00008	0.02962	0.32669	0	0.02523
Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15413	0	0	0	0	0	0	0	0	1.0112	0	0.00239	0	0	0	0	0	0	0	0	0	0
Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766	0	0	0	1.13721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrionaceae_bacterium	0	0	0	0	0	0	0.01999	0.05541	0	0	0	0	0.10685	0	0	0	0	0	0.0831	0	0	0.09559	0	0.07236	0	0	0	0.00283	0	0	0	0.02685	0	0.03215	0	0	0	0	0	0	0	0	0.29819	0	0.08232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23662	0	0	0	0.00954	0	0	0	0.0327	0	0	0	0.00104	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_AF36_4	0.00803	0	0	0.00233	0.30412	0	0	0	0.02533	0.01097	0	0	0.02653	0.01639	0	0.08088	0	0	0	0	0	0.00543	0	0	0	0	0.01924	0.09287	0	0	0	0.06551	0	0	0.13022	0	0	0	0	0	0	0	0	0	0.01863	0	0	0	0	0.01706	0	0	0	0	0	0.00068	0	0	0	0.01727	0	0	0	0.00506	0	0	0	0.00159	0	0	0	0	0	0	0.00705	0	0	0	0.02156	0.02523	0.06804	0	0	0.00209	0.00861	0.01687	0.00494	0.15184	0	0	0
Blautia_sp_AF19_10LB	0	0	0	0	0.00783	0	0	0	0	0	0.06966	0	0	0	0	0.01942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03831	0	0	0	0	0	0	0	0	0	0	0	0	0.00826	0	0	0	0	0.00153	0	0	0	0	0	0.0005	0	0	0	0	0	0	0	0.1052	0	0	0	0	0.04403	0	0	0.06531	0.06776	0.002	0.00249	0.28773	0.00141	0.03619	0.01047	0.00051	0	0.0056	0.0247	0.00071	0.00659	0.08291	0.02907	0.23497	0.00082	0.0154	0.01248
Clostridium_sp_CAG_169	0	0	0	0	0	0	0	0	0	0	0	0	0.1956	0	0	0	0	0	0.0212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2731	0	0	0	0	0	0	0	0	0	0	0	0.05419	0	0	0	0	0	0	0	0.30165	0	0	0	0	0	0.28002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02484	0	0	0	0	0	0	0.86062	0.07752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0.12596	0	0	0	0
Victivallales_bacterium_CCUG_44730	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0.06499	0	0	0	0	0.86789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03167	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05952	0	0	0.00137	0	0	0	0	0	0	0	0.00299	0	0.00041	0	0	0.00186	0	0	0	0	0
Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister_sp_CAG_486	0.35506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_clostridioforme	0	0	0	0	0	0.00205	0	0	0	0	0	0.01043	0	0	0.12675	0	0	0	0	0	0	0	0.00599	0	0	0	0	0	0.00185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43936	0	0	0	0	0	0	0	0	0.37925	0.04048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sanfranciscensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00933	0	0	0	0	0	0	0	0	0	0	0.49834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44961	0	0	0	0	0	0	0
Butyricimonas_synergistica	0	0	0	0	0.00183	0	0	0	0	0	0	0	0.04462	0	0	0	0	0	0.109	0	0	0	0	0	0	0.01437	0.00127	0	0	0	0	0	0	0	0.0061	0	0	0	0	0	0.10738	0	0	0	0.31455	0.00071	0	0.14535	0.02339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03029	0	0	0	0	0.00393	0	0.00802	0.02595	0.02259	0.01072	0.00182	0	0.0014	0	0	0.01449	0.00867	0.03672	0	0.02701	0.03344	0	0
Clostridium_perfringens	0	0	0	0.00087	0	0	0	0	0	0	0	0	0.01083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02763	0	0	0	0	0	0.0674	0	0	0.41265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45348	0	0	0	0	0	0	0	0	0	0	0	0	0.00848	0	0	0	0
Cloacibacillus_porcorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04662	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0.92901	0	0
Clostridium_sp_CAG_508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11854	0	0	0	0	0	0	0	0	0	0.80782	0	0.02801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88765	0	0	0	0	0	0	0	0	0.04683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	0.01596	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1653	0.00197	0	0	0	0	0	0	0	0	0	0.17082	0	0.03863	0.01224	0.00302	0.00658	0	0.03267	0	0	0	0	0.04565	0	0	0	0.0328	0	0	0.181	0	0.04474	0	0	0.13379	0	0	0.01557	0	0	0	0.00724	0.01459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335	0
Senegalimassilia_anaerobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0.00219	0	0	0	0.04606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00977	0	0	0	0	0	0	0	0	0	0.31356	0	0.44789	0.02486	0	0.00895	0	0	0	0	0	0.00688	0	0	0.0606	0	0	0	0
Alistipes_inops	0	0	0	0	0.01096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00461	0	0	0	0	0	0	0	0	0	0.02537	0	0.0637	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0.02273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04423	0	0	0.04172	0	0	0.10689	0.51029	0	0	0.01419	0.04031	0	0	0	0	0	0	0	0.02596	0.00235	0
Parabacteroides_johnsonii	0	0	0	0	0.00227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06242	0	0	0	0	0	0	0	0	0	0.01917	0	0.11344	0	0.27089	0	0	0	0.04068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769	0	0	0	0.00048	0	0	0	0	0	0	0	0	0.15106	0	0.09254	0	0	0	0	0	0	0.03107	0.00527	0.11635	0	0	0
Paraprevotella_clara	0	0	0.01449	0	0	0	0	0.04394	0.00064	0	0	0	0.03921	0	0	0.0534	0.00108	0	0	0	0	0.01928	0	0	0	0	0	0	0.14066	0	0	0.01746	0.00151	0	0	0	0	0	0	0.01464	0.10078	0	0.01248	0	0.02223	0	0	0.04504	0.07633	0	0	0.20957	0	0.00894	0	0	0	0.00471	0	0	0	0	0	0	0.00365	0	0	0	0	0	0	0	0.02971	0	0	0	0	0	0.04813	0	0	0	0	0.00018	0	0	0.00024	0	0	0	0.01263
Clostridium_sp_44_14	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02332	0	0	0	0	0	0	0	0	0	0.20105	0	0	0	0	0	0	0	0	0	0	0	0	0.00191	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12278	0	0	0	0.03928	0.26683	0	0	0	0	0	0	0.1467	0.04577	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33477	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03036	0	0.31438	0.02955	0	0	0	0	0	0	0	0.08873	0	0.03026	0.01427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_2_1_46FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26249	0	0	0	0	0	0	0	0	0	0	0	0.56678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes_bacterium_CAG_24053_14	0.08834	0	0	0	0	0	0	0.04352	0.00527	0.1781	0	0	0.07245	0	0	0	0	0	0.00162	0	0	0.00885	0	0	0.00665	0	0	0	0	0	0.0013	0.00336	0	0.12112	0.00074	0	0	0	0	0	0	0	0.02821	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00433	0	0	0	0	0	0	0	0	0	0	0	0.04544	0.01753	0	0.00607	0.02951	0.00096	0	0	0	0.05136	0	0	0	0	0.06627	0.00328	0.04435	0	0	0
Streptococcus_gordonii	0	0.00637	0	0.03624	0.01384	0	0	0.0058	0	0	0.02182	0	0.00096	0	0	0	0	0	0	0	0	0.00783	0.01205	0	0	0	0	0	0	0	0	0.02291	0	0	0	0	0.01939	0	0	0	0	0	0	0	0.07591	0	0.10332	0.00564	0.00884	0	0.00552	0	0	0.00861	0.00583	0	0	0.02769	0.00407	0	0	0	0	0	0	0	0	0	0	0	0	0.01567	0	0.41187	0	0	0	0	0	0	0.00135	0	0	0	0	0	0	0	0	0.00432	0
Clostridium_bolteae	0	0	0	0	0.0105	0.00142	0	0	0	0	0	0.03206	0	0	0.15904	0	0	0	0	0	0	0	0.02528	0	0	0	0	0	0.04363	0	0	0	0.0141	0	0	0	0	0.1499	0.0468	0.00984	0	0	0	0.0366	0.0021	0	0	0	0.01576	0.00427	0	0	0.02689	0.05974	0	0.01191	0	0	0	0	0.03899	0	0	0	0	0	0	0	0	0.01733	0.06046	0	0	0	0	0	0.00727	0.00171	0.02084	0	0	0.00944	0	0	0	0	0	0	0.00129	0.01222	0.00827
Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0.08379	0	0	0	0	0	0	0	0	0	0	0	0	0.31632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05855	0	0	0	0	0	0	0	0	0	0	0.00706	0.29434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00466	0	0	0	0	0	0	0	0	0	0.03649	0	0	0	0	0	0	0
Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194	0	0.76164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78098	0	0	0	0	0	0	0	0	0	0
Prevotella_sp_CAG_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerotruncus_colihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0.00552	0	0	0	0	0	0	0	0	0.02072	0	0	0	0	0	0	0	0	0	0	0	0.01676	0	0	0.15911	0	0	0	0	0	0	0	0	0	0	0.04267	0	0	0	0	0	0.08462	0	0	0	0	0	0	0.00329	0	0.07054	0	0	0.01454	0	0.00307	0.01429	0.03273	0.00421	0.00924	0.20772	0	0
Firmicutes_bacterium_CAG_102	0.00241	0	0	0	0	0	0.00635	0.28857	0	0	0	0	0.00783	0	0	0	0	0	0.00984	0	0	0	0	0	0	0	0	0	0	0	0.02921	0.03484	0	0	0.023	0	0	0	0	0	0	0	0	0	0.03327	0.00073	0	0	0.01475	0	0	0.0763	0	0	0.00807	0	0	0	0.02378	0	0	0	0	0	0.00223	0	0	0.02421	0.00592	0.00648	0	0	0.00309	0	0	0	0.03616	0.00118	0	0	0	0	0	0	0.00429	0.04599	0	0.00301	0	0	0.05253
Leuconostoc_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0.01261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64154	0	0	0	0	0	0	0	0	0	0	0.02211	0	0	0	0	0	0
Acetobacter_sp_CAG_977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11274	0	0	0	0	0	0	0	0	0	0.55301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
